id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso25022,justificacion
1323,11/2/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1584,11/2/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Quito,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2213,11/2/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2395,11/2/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3026,11/2/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3235,11/2/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3241,11/2/2025,Portal Citas,Tiempo de espera en el portal supera los 11s en horas pico,Paciente,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3836,11/2/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Paciente,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3874,11/2/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3997,11/2/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Cuenca,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
1077,11/3/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1124,11/3/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1544,11/3/2025,HCE,Tiempo de carga de la ficha clinica supera los 35s en horas pico,Medico,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1955,11/3/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 25s,Medico,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1969,11/3/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2354,11/3/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2544,11/3/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Manta,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2976,11/3/2025,Facturacion,Retraso de 25s al procesar el pago con tarjeta de credito,Paciente,Manta,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3018,11/3/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3095,11/3/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3188,11/3/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 19s,Enfermeria,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3951,11/3/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Cuenca,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
1165,11/4/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1700,11/4/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Cuenca,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
1879,11/4/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1974,11/4/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2007,11/4/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2151,11/4/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2462,11/4/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2921,11/4/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3110,11/4/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3368,11/4/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3553,11/4/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1317,11/5/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1926,11/5/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Manta,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2406,11/5/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2598,11/5/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2639,11/5/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3131,11/5/2025,Portal Citas,Tiempo de espera en el portal supera los 30s en horas pico,Paciente,Manta,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3279,11/5/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3370,11/5/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3579,11/5/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1207,11/6/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 33s,Medico,Cuenca,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1333,11/6/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1784,11/6/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1828,11/6/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1907,11/6/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1924,11/6/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2216,11/6/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3912,11/6/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1585,11/7/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1586,11/7/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1698,11/7/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1858,11/7/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 10 minutos,Gerencia,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2342,11/7/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2635,11/7/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Cuenca,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3784,11/7/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3868,11/7/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 27s,Paciente,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1285,11/8/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2111,11/8/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Cuenca,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2772,11/8/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2808,11/8/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3149,11/8/2025,Portal Citas,Tiempo de espera en el portal supera los 30s en horas pico,Admision,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1010,11/9/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1389,11/9/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1430,11/9/2025,Facturacion,Retraso de 21s al procesar el pago con tarjeta de credito,Paciente,Manta,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1455,11/9/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2101,11/9/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2319,11/9/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2669,11/9/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2679,11/9/2025,HCE,Nota de evolucion tarda 26s en guardarse,Enfermeria,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3102,11/9/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3554,11/9/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 28s,Enfermeria,Manta,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3657,11/9/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Guayaquil,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
1015,11/10/2025,Laboratorio,Retraso de 14s en la disponibilidad de resultados criticos,Medico,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1034,11/10/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1426,11/10/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1471,11/10/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2545,11/10/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3036,11/10/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3622,11/10/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 33s,Medico,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3703,11/10/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Quito,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
3859,11/10/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1190,11/11/2025,HCE,Nota de evolucion tarda 9s en guardarse,Medico,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1191,11/11/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2110,11/11/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2790,11/11/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3293,11/11/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Manta,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3328,11/11/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3381,11/11/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1417,11/12/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
1474,11/12/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2443,11/12/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2696,11/12/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3080,11/12/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3093,11/12/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3182,11/12/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3550,11/12/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1420,11/13/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1976,11/13/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3115,11/13/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3899,11/13/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3984,11/13/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1078,11/14/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1167,11/14/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1220,11/14/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1477,11/14/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1629,11/14/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2233,11/14/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2468,11/14/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2473,11/14/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2576,11/14/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3886,11/14/2025,HCE,Tiempo de carga de la ficha clinica supera los 26s en horas pico,Enfermeria,Manta,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3921,11/14/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1359,11/15/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1376,11/15/2025,HCE,Nota de evolucion tarda 10s en guardarse,Enfermeria,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2005,11/15/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2190,11/15/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2289,11/15/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2502,11/15/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3658,11/15/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1813,11/16/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3379,11/16/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Quito,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
3434,11/16/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3721,11/16/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1122,11/17/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1140,11/17/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Manta,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1339,11/17/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1664,11/17/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Guayaquil,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
1679,11/17/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1732,11/17/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1919,11/17/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2799,11/17/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3359,11/17/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1131,11/18/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1472,11/18/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1577,11/18/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3090,11/18/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3094,11/18/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3872,11/18/2025,HCE,Nota de evolucion tarda 25s en guardarse,Enfermeria,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3972,11/18/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1374,11/19/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1480,11/19/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1496,11/19/2025,Telemedicina,Videollamada se corta a los 3 minutos,Medico,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
